Page/group,Date of obs,Date of pub,Period of obs,Brief description,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Sad,Cares (new),Comments (No.),,Shares,"Fact checking, if possible"
Rashtriya Swayamsevak Sangh,24th July,24th July,11am-7pm,"Video by page RSS-International, just a short compilation of pictures of Hindu deities. Captioned ""If Hindu Nationalist Become United & Help Eachother For Every Prospect : Mark My Word Hindu Will Be The Most Powerful, Most Wealthy & Most Happist On This Planet. Hindu Was The Most Richest Community On Earth Before Invading Islamic Invention & Looted By British .🔸 British Looted 35 Trillion Dollars Of Wealth That 1860-1900 Era, It's Equivalent To 100 Trillion Dollar Now In 2020 & Before Islamic Leader From Turkey, Afghanistan & Arabs.🚩 Request To Each & Every Hindu Nationalist 🙏 : Help Each Other To Built Your Career. Jai Hind. Jai Shri Ram""",C3,S4,,,,1,,,,,,,,,
Rashtriya Swayamsevak Sangh,24th July,24th July,11am-7pm,"Screenshot of a headline stating that Shamshad, man accused of love jihad killings of a mother and daughter, was shot with 4 bullets in an encounter, causing a stir. Original caption stated ""Such information also gives satisfaction to the mind and also the belief that the power of the country and the state is in the right hands .. Shamshad / Dilshad, who used a Hindu name to commit love-jihad and ruthless killing of two people, must be burning in the fire of hell with 4 bullets ..This is justice, this is religion .. Thank you MYogiAdityanath ji"". Captioned here as ""Yogi's justice is the most unique"" ---- there's really no doubt about Bisht's governance through encounters coming from top orders in the party. This is evident in posts about Vikas Dubey as well.",C4,S4,,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,24th July,24th July,11am-7pm,"asking people to light as many lamps as possible on 5th August to celebrate the Ram Mandir - ""Hindus feel proud of being Hindu.* We are the luckiest generation of 500 years. Who will see the restoration of Hindu self-respect.""",C5,S4,,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),24th July,24th July,11am-7pm,"post about 'love jihad' incident in Meerut, murder of Priya and her daughter by husband Shamshad who earlier went by Amit Gurjar, lying about his Muslim faith. Pictures include accused standing with both victims as a family, pictures of articles about the incident both local news and Zee News. Caption describes the whole incident - similar description as seen earlier. Ends with saying ""Don't know how many millions of jihadis are working on their agenda like Shamshad.""",C4,"S1, S2",,,12,,,2,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),24th July,24th July,11am-7pm,"link to a YT video titled 'Who is the real enemy of the Hindu?' by channel called Bhagwa Brigade (Saffron Brigade). Video has footage from a (pre covid) rally in Delhi, Narsinghanand Saraswati speaking to the gathering about how Islam is the enemy of Hinduism, is inherently evil and will bring about the end of the world if they have too much power. Also portrays Christianity as having unnecessarily fought with Hindus and tried to reduce Hinduism, when they should have actually focused on Islam as the enemy. Says Hindus have rendered themselves as slaves, been too complacent. Cites untrue quotes from the Quran that tell Muslims to invade Indian land, abduct Hindu women etc - the larger project of Islamic capture of India is actually part of the religious creed. Specifies that the Muslim population has to be curbed ASAP. Might be an Arya Samaj rally.",C6,"S1, S2",A4,,1,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),24th July,24th July,11am-7pm,"Video from some Hindu religious gathering, where the swami/guru presiding is asked by a devotee about whether Hindus and Muslims can be brothers. His response is that this Hindu Muslim brotherhood idea is the single most dangerous thing for Hindus. Quotes the Quran as saying that Muslims should only respect or be friendly with Muslims and never the Kafirs, or else Allah will not accept them. Therefore Hindus have been fooled into extending brotherhood but that brotherhood is not taught in Madrasas. Captioned ""Wake up sleeping Hindus""",C3,"S1, S2",,,5,1,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),24th July,24th July,11am-7pm,Telling people to light lamps on 5th August to honour Ram Mandir and the regaining of dignity for all Hindus after 500 years,C5,S4,,,3,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),24th July,24th July,11am-7pm,"picture of saffron flag, and a poster saying ""The flag must be installed in every house throughout India""",C4,S4,,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),24th July,24th July,11am-7pm,"Poster of a billboard advertising a mall or a store, with a Muslim man and a Hindu woman. The text edited next to it, as well as the caption to this post are the same and they read as follows: ""Here is a new example of Jihadi advertisement: Don't you think this CMR Mall poster points towards increasing jihad? Please all together should strongly oppose it so that action can be taken against its owner. The address of this mall is- D.No. 28-2-51, Jail Rd, Jagadamba Center, Vishakhapatnam, Andhra Pradesh 530020"" -- clear discrimination-based incitement, even doxxing by giving out the address",C4,S1,A4,,16,,,24,,,,5,,,
SurySagarji GuruDev,24th July,24th July,11am-7pm,"fastforwarded footage of a large hole being dug into the ground, and what could be bodies or body parts taken out. Captioned ""LOVE JIHAD: Meerut: Where Shamshad hid Priya and her innocent daughter, see the ladies of lust who handed over everything to heretics for the sake of debauchery .... That is why I do not waste time for the evildoers who fall in Love Jihad""",C3,S1,,,73,,,15,,32,,19,,70,
SurySagarji GuruDev,24th July,24th July,11am-7pm,"meme created by 'Kumar Satish', its about the upcoming Bhoomi Pujan in Ayodhya. Shows a Muslim man kneeling on the ground with fire labelled as 'hatred of hindus' blowing out of his butt. Cartoon Modi is shown putting out the flames with 'Hindu pride' labelled water. The green mat he is kneeling on is labelled secularism. ",C2,S3,,,212,9,83,,,,,18,,31,
(II) Acharya Shri Suryasagarji,24th July,24th July,11am-7pm,"picture of a large dangerous looking weapon made with tying blades and sharpened wooden sticks to a long and thick pole. Captioned ""I have kept this gift ready for all the Librandus on the 5th of August. Cockroaches opposing Shri ram, accept the gift."" Comments approve, laugh",C4,S4,,,290,42,175,,4,,1,91,,46,
(II) Acharya Shri Suryasagarji,24th July,24th July,11am-7pm,"poster announcing his own scheduled online live talk on DevDikshaTV for 25th July 5pm, in which he will talk about religion, tradition and their protection.",C4,,,,204,44,,,1,,3,38,,39,
(II) Acharya Shri Suryasagarji,24th July,24th July,11am-7pm,"screenshots of a whatsapp group conversation (group called 'Astha ki zaroorat kyun-II') where a man called 'Shiv Narayan Krantiveer' who basically says the Ram Mandir issue is being used as a way to gain political favour by those who would see the country in chaos just to retain their own power. Screenshots also include a picture of this man's face (whatsapp dp) and a poster with his phone number alongside instructions to go after him and harass/abuse him (uses sexist slurs). Says he himself (SSG) has already done so and says people should call Shiv Narayan, record those calls and make them go viral. Caption echoes a similar sentiment, says if Hindutva is alive then this man shouldn't get away with insulting Shri Ram. Ends with ""show me what you will do with the person who disrespects Ram"". Comments not only agree and accept instructions but also posted screenshots of themselves calling the number and 'Shiv Narayan' not answering their calls. --- this could easily be interpreted by an SSG follower to mean literal physical violence should be carried out. nowhere does it specify how they should make him pay, just that it is their religious duty to make him pay.",C4,"S1, S4",A1,,143,2,,14,1,5,,56,,50,
We Support Narendra Modi,27th July,27th July,10:30am-6:30pm,"picture of a woman, praying. Caption identifies her as Tina Dabi an IAS topper previously married to Athar Aamir Khan, a UPSC topper. The caption is a long elaborate description of how she divorced her husband because he oppressed her, and how that oppression is intrinsically tied to his identity as a Muslim man and hers as a Hindu woman. It makes claims about him forcing her to convert to Islam - no evidence upon google search. Mentions Tina Dabi as removing 'Khan' from her surname on social media profiles, removing the phrase 'Kashmiri Bahu' from her IG bio etc. Twice mentions that if this is what can happen to an IAS topper, what must be the fate of normal Hindu women. ",C4,S2,,,110,,,,,,,11,,,
We Support Narendra Modi,27th July,27th July,10:30am-6:30pm,"link to an article on kreately.in, about ""Taj Mahal – A Hindu Temple (Part 2/6)"". The whole post is just about random architectural elements of the Taj Mahal as being more Hindu than Muslim. Even has a diagrammatic representation of the Taj Mahal pointing these features out. ",C1,S2,,,6,,,,,,,,,,
We Support Narendra Modi,27th July,27th July,10:30am-6:30pm,"poster stating that ""When a Hindu can't offer water from the Ganga or cow urine in a tomb or dargah, how can a Muslim offer tomb soil to anyone in our temples? Hindus, raise your voice to put an end to this Ganga- Jamuni tehzeeb""",C4,"S2, S4",,,1,,,,,,,,,,
We Support Narendra Modi,27th July,27th July,10:30am-6:30pm,"Picture of Hindu deity, captioned ""Maharashtra Home Minister Anil Deshmukh said that action will be taken against those who speak ""Jai Shri Ram"". If not a sneaky secular Hindu, but a hardcore saffronist, then at least 1111 ""Jai Shri Ram"" should come to this post."" --- comments comply with the request. The caption is possibly a reference to Anil Deshmukh responding to Saket Gokhale's complaint about RSS workers chanting Jai shri ram outside his house and threatening him. Deshmukh's reply stated zero tolerance for hooliganism.",C4,S2,,,146,,,,,,,23,,,
We Support Narendra Modi,27th July,27th July,10:30am-6:30pm,"stating ""Rahul Khan wants the votes of Muslims but despite being a Muslim himself, he does not want to be called a Muslim. Isn't he a wretch?"" --- ref to Rahul Gandhi",C5,,,,26,,,,,,,1,,,
We Support Narendra Modi,27th July,27th July,10:30am-6:30pm,"Stating ""Heard that the devotees attacked the house of Saket Gokhale, who gave a petition to stop the temple's Bhumi Pujan. Go, we do not condemn.""",C5,S4,A1,,103,,23,,,,,11,,,
Rashtriya Swayamsevak Sangh,27th July,27th July,10:30am-6:30pm,"Picture of a Muslim man wearing saffron kurta and a saffron tilak on his forehead, captioned ""Mohammad Faizkhan who is coming to Ayodhya in the silver casket from Srikaushalya Mata temple located in Lord Shri Ram's Nanihal Dakshin Kaushal (Ab Raipur area), to put in the foundation of the temple ...There is just a small problem that after fifty or a hundred years the schools will start being taught ""the person who started Ramandir was a Muslim"" and then the poisonous people like Owaisi of that time would not miss to take advantage of these things and all Stories of 'Ganga-Jamuni Tehzeeb' will be introduced in the stronghold. If he is such a big devotee, then why did he not become a Sanatani?"" --- absolutely anti-secular speech. ",C4,"S2, S4",,,5,,,,,,,2,,,
Rashtriya Swayamsevak Sangh,27th July,27th July,10:30am-6:30pm,"Video taken at the Qutub Minar in Delhi, person recording is taking interviews of young (Hindu) men walking around architectural remains at the heritage site. All of them say that they can see that the Minar was built over a Hindu temple, or in some way involved capture or breakdown of an originally Hindu religious site. Some of them mention that this is condemnable considering India is a Hindu Rashtra. They say that the truth is being concealed. Captioned ""By destroying these ancient architectural crafts, and altering them in Arabic nomenclature, the main purpose of the mosque's form was to destroy the Sanatan culture so that the coming Hindu breeds would not be aware of their glory and glorious history and Forget eternal Sanatan Dharma culture. Because if a nation is to be destroyed or enslaved, it is not possible without ruining its culture, religious beliefs, its cultural heritage. That is why all this was done."" --- caption is blatant misinformation",C3,"S2, S4",,,2,,,,,,,,,,
Rashtriya Swayamsevak Sangh,27th July,27th July,10:30am-6:30pm,"Video of a Hindu priest saying that we will not accept clay/mud from the hands of a Muslim to touch the foundation of the Ram Mandir - because the Muslims are the ones who took down the temple and in general keep capturing and occupying Hindu temples. Says ""Now this Faiz Khan, even if he calls himself a Ram bhakt, he is not one until he fully converts to Sanatana Dharma. This is a mandir and not a secular site. Until Muslims don't apologize for what they have done to us, we will not accept this."" Captioned ""Faiz's faith in Rambhakti is not there but he does not believe at all. Tomorrow, their community will claim that Muslims also contribute in the construction of Ram temple, at that time you will not be there to tell them that Faiz was not a Muslim, but a Ram devotee. Therefore Faiz Saab, do not sow the seeds of Hindu Muslim riots in the pursuit of your own self becoming great. If you love Ramji that much, then adopt Sanatan Dharma and silence those people who doubt your life.""",C3,"S2, S4",,,12,,,,,,,2,,,
Rashtriya Swayamsevak Sangh,27th July,27th July,10:30am-6:30pm,"Short video posted by page 'No Conversion', of a man in white and saffron singing on the steps of a ghat, singing a prayer song where he refers to god as 'Ishu'. Text edited in says 'Another FRAUD selling christianity to Hindus by singing bhajan wearing bhagwa on the ghats of Ganga @noconversion'. Captioned ""Dirty people. These people can do anything to change the religion of Hindus, they can fall to any lows. 90% Hindus will not understand this deception, it is your duty to make people aware""",C3,"S1, S2",,,3,,,3,,,,1,,,
Rashtriya Swayamsevak Sangh,27th July,27th July,10:30am-6:30pm,"Pictures that show a vandalized Buddhist monastery, Buddhist monks facing off against the police or army personnel, injured monk lying on a stretcher. Captioned ""Yesterday in Bangladesh, peacemakers [shanti dut, refers to Muslims] presented a classic example of peace. A Buddhist temple was burnt to destroy it. Buddhist monks were killed by 'pyaar hatiyars'. And some were set on fire. Isn't this an excellent example of brotherhood. Will India and the so-called New Buddhists support? Will Jai Bhim raise the slogan of Jai Mim.""",C4,S2,,FACT CHECK,9,,1,4,,3,,,,,
Rashtriya Swayamsevak Sangh,27th July,27th July,10:30am-6:30pm,"Collage of 2 pictures, one is of a man in saffron clothes and a tilak and the other also has a man in saffron with a tilak but is also a Muslim - Faiz Khan. Captioned ""Uttar Pradesh President Vishwa Hindu Raksha Sangathan Yuva Morcha Shri Punit Pandey Ji announced that the path through which Faiz Khan will come out will be taken from the district Pratapgarh Ramvanagman Marg. Punit bhai's challenge is that Faiz Khan cannot cross the border of Pratapgarh. All the officials from the districts of Pratapgarh of the Vishwa Hindu Raksha Sangathan gathered under the guidance of Puneet, the district president and the state committee officer to stop this jihadi. Babur's children are coming again in saffron disguise. 9315115312 Let all Hindus support and share as much as possible brothers, I request you all. Akash Shukla, State Organization Minister U.M. Uttar Pradesh 7618308045 Vishwa Hindu Raksha Sangathan.""",C4,,A1,,8,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),27th July,27th July,10:30am-6:30pm,"stating ""I will say, 'Jai Shri Ram', if Anil Deshmukh has the stature he can get me arrested, who will speak with me? 'Jai Shree Ram'"". Comments all say Jai shri ram.",C5,,,,44,5,,,,,,26,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),27th July,26th July,10:30am-6:30pm,"Video of an old man badly injured and bleeding in the arms of another man, who tries to revive him but is unable. Appears that the old man is dead. Sounds of someone crying hysterically in the background can heard. Captioned ""Now the warring swords will have to be sharpened. Another sad incident, over a land dispute in Shaktinagar Itada of Sanchur Chitalwana Tehsil under Jalore district, Muslims attacked the Chaudhary family with a sharp weapon on the father's son, in which the father died and his son is critically injured at Sanchore Hospital. Friends, support them on that too and play your role in getting the accused sentenced to life imprisonment. Jai Hindu unity""",C3,S4,,,4,,,,,3,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),27th July,27th July,10:30am-6:30pm,"Picture of Gulshan Kumar, captioned ""Gulshan Kumar was killed simply because Bollywood could not be Islamized during his stay .. Bhakti songs disappeared from Bollywood as soon as he died, only those who danced at the behest of Dawood became the star! No songs have been made on festivals for 20 years, rather Hindu religion was ridiculed."" -- misinformation",C4,S2,,,13,,,,,2,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),27th July,27th July,10:30am-6:30pm,"Video of clips from bollywood films showing a courtroom scene, a mob of saffron clad men, and finally a man beating a group of Muslims. The audio is a song with lyrics loosely translated to ""The order has come from the Supreme court, put the oil of Dabur, erase the name of Babur""",C3,S4,,,7,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),27th July,27th July,10:30am-6:30pm,"Video of a Hindu priest saying that we will not accept clay/mud from the hands of a Muslim to touch the foundation of the Ram Mandir - because the Muslims are the ones who took down the temple and in general keep capturing and occupying Hindu temples. Says ""Now this Faiz Khan, even if he calls himself a Ram bhakt, he is not one until he fully converts to Sanatana Dharma. This is a mandir and not a secular site. Until Muslims don't apologize for what they have done to us, we will not accept this."" Caption echoes the same.",C3,"S2, S4",,,6,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),27th July,26th July,10:30am-6:30pm,"Group of Sikh men using black spray paint to cancel out signs saying 'Aurangzeb Lane' in Delhi. Intent is clearly a form of protest but context not clear. No one is in a mask so presumably pre-covid times. Captioned ""All of us Sanatanis should be united in this way. Jai Shri Ram""",C3,S4,,,14,4,,,,,,,,,
SurySagarji GuruDev,27th July,26th July,10:30am-6:30pm,"Pictures are of a group of 32 young people arrested flouting lockdown rules at a hookah lounge in Bhopal, apparently all the girls were Hindu and the boys Muslim so it is being described as a love jihad party of some kind. Suryasagar's caption condemns the girls calling them 'prostitutes and not worth saving' since they 'won't improve, they like it'. Goes on to rant about love jihad and how all Muslim boys are part of this conspiracy. Says sisters and daughters need to be aware of how to identify Hindu boys (through tilak etc). The idea is that they should avoid Muslim boys altogether, and that will not only protect the women but also Hinduism as a religion.",C4,"S1, S2",,,382,7,2,44,1,16,1,117,,313,
(II) Acharya Shri Suryasagarji,27th July,27th July,10:30am-6:30pm,"7 videos - almost all are news coverage of himself, by Gujarati and Marathi news channels. Captioned ""I also find countless cheats. I did not become great by success. Countless warriors are better than me in this country …""",C3,,,TRANSLATE,282,88,,1,1,1,7,131,,112,
(II) Acharya Shri Suryasagarji,27th July,27th July,10:30am-6:30pm,"stating ""BJP and RSS will drop an axe on their own feet by calling non Hindus to the foundation of Ram Mandir"". Comments agree with him as is usual",C5,S4,,,863,95,,1,2,12,8,244,,136,
We Support Narendra Modi,28th July,28th July,10:30am-6:30pm,"picture of news article about Advani, Ambani, Murali Manohar Joshi and Mohan Bhagwat all being involved with Bhumi Pujan at Ram mandir. Caption questions as to what the criteria is for Mukesh ambani for being selected - ""what is the direct relation between Ambani and Hindutva?"". Comments have a mixed response - abusing original poster, agreeing with her, saying only BJP people should be involved",C4,,,,2,,,,,,,2,,,
We Support Narendra Modi,28th July,28th July,10:30am-6:30pm,"screenshot of Pushpendra Kulshrestha's post saying ""Do you know, in the 1965 Indo-Pak war, the Muslim regiment had refused to fight against Pakistan"". Originally captioned - by the same user as previous post questioning Ambani and Ram Mandir - now questioning Kulshrestha. Says ""Should a notice be sent to him? Someone ask this great idiot as to when did the Indian army have a Muslim Regiment? What do you mean, is it a crime to be Muslim? Can a man like this just say these things and do mud slinging and walk away?"". --- Comments are almost all insulting the original poster, criticizing her questioning of PK, calling her way of speaking 'muslim despite having a hindu name'",C4,S1,,,82,,,,,,,46,,,
We Support Narendra Modi,28th July,28th July,10:30am-6:30pm,"video posted by page 'Sant Rampal Ji Maharaj', of a short film (scripted) of a Muslim family on Eid where the kids are fond of the family goat and are extremely upset when the parents insist on it being killed for Eid. The kids are shown asking questions that shame the idea of Islam, to their parents. Clearly made as propaganda to stereotype. Captioned ""Eid al-Adha 2020. Must watch this video of before the goat is killed on Bakrid""",C3,S1,,,26,,,,,,,,,,
We Support Narendra Modi,28th July,28th July,10:30am-6:30pm,"Video of a Hindu priest saying that we will not accept clay/mud from the hands of a Muslim to touch the foundation of the Ram Mandir - because the Muslims are the ones who took down the temple and in general keep capturing and occupying Hindu temples. Says ""Now this Faiz Khan, even if he calls himself a Ram bhakt, he is not one until he fully converts to Sanatana Dharma. This is a mandir and not a secular site. Until Muslims don't apologize for what they have done to us, we will not accept this."" Captioned ""After His Holiness the venerable Nischalananda ji, the thoughts of the venerable Avimukteshwaranand ji on Faiz Khan ..""",C3,S4,,,34,2,,,,,,2,,,
We Support Narendra Modi,28th July,28th July,10:30am-6:30pm,"picture of 3 nuns next to what seems to be a temple area on a hillside. Captioned ""What the Kedarnath temple administrators are doing? Christian evangelists have come to Kedarnath to preach and are using the same old weapon that Mother Teresa had done in the name of treatment and in the name of help. They are trying to convert innocent Hindus, and after a few days they will take land there and open a school and will also offer a church near the temple. The religious people will have to drive these hypocrites away from Kedarnath Dham. Now the administration of Kedarnath temple will have to get out of the temple and break this vicious cycle so that Hindutva will be safe and Hindu religion will be safe.. #missionary #kedarnathdham #hinduism #hindutemple""",C4,"S2, S4",,,55,,,27,2,1,,26,,,
We Support Narendra Modi,28th July,28th July,10:30am-6:30pm,"Informational video by 'NEWJ' about Ram Mandir and Babri Masjid. Mainly glorifying the role of LK Advani and the Rath yatra, Murali Manohar Joshi, Vinay Katiyar (founder of Bajrang Dal) -- has clips of their speeches as part of the movement to build the mandir. Imagery from the masjid demolition plays in the back. Captioned ""Jai Jai Shri Ram friends, The construction of Shri Ram temple in Ayodhya is going to start, so bring back memories of the struggle of Bharatiya Janata Party, Vishwa Hindu Parishad, Rashtriya Swayamsevak Sangh, Bajrang Dal and millions of kar sevaks in the temple movement. Friends don't like, now share"" --- clear propaganda video",C3,S4,,,1,,,,,,,,,,
Rashtriya Swayamsevak Sangh,28th July,27th July,10:30am-6:30pm,"seems to be addressing Hindus - ""you have become so accustomed to slavery that you won't even congratulate/celebrate the inaugration of a temple of your own faith. You will remain slaves. We will say Jai shri ram.""",C5,S4,,,174,,,,,,,61,,,
Rashtriya Swayamsevak Sangh,28th July,28th July,10:30am-6:30pm,"post celebrates BJP as having kept all its election promises, i.e scrapping 370, passing UAPA and NIA, abolishing triple talaq, Rafales arriving in India, construction of Ram Mandir, CAA passed and implemented. At the end it mocks those who even after this don't believe that Uniform Civil Code will also be passed.",C5,S4,,,1,,,,,,,,,,
Rashtriya Swayamsevak Sangh,28th July,28th July,10:30am-6:30pm,content unavailable,Content unavailable,,,,2,,,,,,,,,,
Rashtriya Swayamsevak Sangh,28th July,28th July,10:30am-6:30pm,"stating ""After the Islamic atrocities, we had to struggle for 492 years for Ramjanmabhoomi, even when we are 88%. Think how many are scattered. Become one ... 🤔",C5,S4,,,47,,,,,,,1,,,
Rashtriya Swayamsevak Sangh,28th July,27th July,10:30am-6:30pm,"poster by 'The Hindu Voice' saying ""is Mewat going to be the next Kashmir? Hindu population down to Zero in 25 years, in 50 villages in Mewat, Haryana. Situation of Hindus in Mewat, Haryana is same as Pakistan. Hindus are forcefully converted to Islam. Hindu young girls are kidnapped."" Comments do not show any fact checking or disagreement, just agree and say Hindus need to wake up and that the govt needs to deal with this issue.",C4,S2,,,47,,,23,,12,,17,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,"(looks like a fake profile) stating ""Hello. I am a Muslim. Recently I was impressed by Modi's activism and freedom in Hinduism. I like everything in Hinduism. I want to become a Hindu. My age is 25. I have passed BE with 80% marks. I have read all the Hindu religious books. I have read all the Vyasa Purana, Valmiki Charitam, Ramayana Mahabharata, Kuladeyvam Charithram, Saivam Vaishnavism History in Tamil. I have read it all. My favorite deity in Hinduism is Lakshmi Narasimhar .But I am economically backward.I have failed to get a job in all UPSC TNPSC exams with a score of two .I have a small loan to study.I have only two requests.Can you help me repay my loan and start my own business.This I am unable to become a Hindu for two reasons. Can any of you help me? I am the only first time graduate in my family. If I rise in the economy my family will become a Thai Hindu by my advice. I do not have any of your phone numbers. How to contact me. Please MESSAGE me .I think all of you are gurus.Don't punish me for the mistake my father made.I wish to be a Hindu.Please send me a message.I hope"". ",C5,S2,,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,"screenshot of Pushpendra Kulshrestha's tweet condemning Faiz Khan (the Muslim Ram bhakt who is planning to go to Bhumi Pujan). Says allowing a Muslim man to Ram mandir inaugration would set a dangerous precedent and it is unacceptable, everyone must protest against this",C4,"S1, S4",,,3,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,"2 pictures of signs that say Muslim traders/businessmen are not allowed in these villages or areas. Atleast 1 or 2 of these have been observed before, these are the fallout of the fake news around Tablighi Jamaat and covid-19. Captioned in this group as ""If you have Hindutva ideology, follow this page."" Originally posted by page 'Bless Bharat'",C4,S1,A2,,1,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,"Video of a Hindu priest saying that we will not accept clay/mud from the hands of a Muslim to touch the foundation of the Ram Mandir - because the Muslims are the ones who took down the temple and in general keep capturing and occupying Hindu temples. Says ""Now this Faiz Khan, even if he calls himself a Ram bhakt, he is not one until he fully converts to Sanatana Dharma. This is a mandir and not a secular site. Until Muslims don't apologize for what they have done to us, we will not accept this."" Captioned and posted by Pushpendra Kulshrestha as ""This is the fight of years .. In secularism we have not received the temple as donation, nor have we got one inch of land there in charity ..Our hatred is not for any person or religion, but we have the right to purify our temple .. Ram temple is being built .. Do not make it a symbol of secularism ..""",C3,S4,,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,"FB live of Aryan Singh (also on our list) ranting about Faiz Khan the Ram bhakt. Uses plenty of derogatory language about Muslims in general, basically emphasizing that they cannot be allowed to contaminate Ram Mandir. Also says they have Bangladesh and Pakistan so they cannot act with free rein in India as well. Says he will start a movement unless there's an apology by RSS that confirms Faiz is a jihadi and none of them will ever be allowed to join Bhumi Pujan. Unless this apology comes, he will burn his RSS uniform on 3rd August. Originally captioned ""Lakhs of martyred kar sevaks are an insult to the self-respect of Hindus. After all, why the soil in the foundation of the Ram temple from the #Faiz_Khan, why the Kashmiri Pandit or no #Harijan_Hindu in his place?""",C3,"S1, S4",,,1,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,content unavailable,Content unavailable,,,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),28th July,28th July,10:30am-6:30pm,content unavailable,Content unavailable,,,,,,,,,,,,,,
Vishwa Hindu Parishad,28th July,,10:30am-6:30pm,NO NEW POSTS,,,,,,,,,,,,,,,
SurySagarji GuruDev,28th July,,10:30am-6:30pm,NO NEW POSTS,,,,,,,,,,,,,,,
(II) Acharya Shri Suryasagarji,28th July,28th July,10:30am-6:30pm,"FB live of himself, talking about the state of Hindusim in the country - that those in power in some places are weak and in those places Hindu citizens need to behave like lions and not dogs. Says 'saying jai shri ram should never be a crime to send someone to jail and if someone says so we must protest'. Says he wont name the home minister who said it. [ref seems to be Anil Deshmukh]. General complaints about how nationalists are punished and traitors are rewarded, country is in bad state. Says he is ready for jail or death if it means he has stood up for his country or religion. Captioned ""If you say Jai Shri Ram, you will go to jail…. Wow, Hindus!""",C3,"S2, S4",,,1k,331,7,,3,2,16,903,,941,
Amit Prajapati Hindu,28th July,28th July,10:30am-6:30pm,"live video by CyberSipahi (on our list) with Narsinghanand doing a Q&A on the life of Lord Krishna. Caption includes ""To join our whatsApp group, write your name, number and introduction and send an email to CyberSipahi@gmail.com. To financially support our mission: - Paytm- 9310002380 UPI- cybersipahi @ okaxis""",C3,,,,1,,,,,,,,,,
Amit Prajapati Hindu,28th July,25th July,10:30am-6:30pm,"screenshot of a tweet by user called 'Virathu yati narsinghanand ji maharaj' (not necessarily real account), saying ""It is a matter of understanding that what is the compulsion of RSS that the organization which is set to empower Hindus is also engaged in creating a Muslim platform and a Christian platform, jihad runs under the cover of false secularism, and organizations around the world are working for Islamic Jamaat"". Captioned ""The Guru's words are absolutely true, Hindus open their eyes or else everything will end. Yati Narsinghanand Saraswati, Yati Maa Chetnanand Sarswati, Pinky bhaiya"" (last three names are links to their profiles)",C4,"S2, S4",,,16,,,,,,,,,,
We Support Narendra Modi,29th July,29th July,11am-7pm,"Video by 'NEWJ' (@NEWJplus), informational video about police violence against kar sevaks in Ayodhya, 1990 on 30th Oct and then 2nd Nov. Describes how several of them lost their lives and criticizes 'Mulla' Mulayam Singh. Does not mention Babri masjid demolition at all. Captioned ""Karsevak_ murder case of 30/10/1990, when government vandalism broke on unarmed kar sevaks """,C3,S4,,,4,,,,,,,,,,
We Support Narendra Modi,29th July,29th July,11am-7pm,"2 pictures, one of a man and woman where the woman is dressed in Hindu religious wear including sindoor (vermilion). 2nd picture has the same couple, with the woman now in a hijab. The first picture says 'before the wedding' and the latter says 'after the wedding'. Caption calls it an incident of love jihad in Uttarakhand, names the couple and even names witnesses presumably for their wedding. Describes the woman and her 2 sisters as all having converted to Islam post marriage, and now pressurizing other women in their family to do the same. Says that in the last 5 years they've convinced 15 of their friends - "" In the coming time, these people are probably going to become the largest factory for mass conversion in Uttarakhand"" - ends with mocking secular Hindus.",C4,S2,,,1,,,,,,,,,,
